csu_id,trap_id,year,week,trap_date,county,method,spp,total,test_code,cq,seq,zone,lat,long
CSU19859,FC-050,2023,27,7/4/2023,LC,L,Tarsalis,42,0,55.55,0,SE,40.52954,-105.05033
CSU19860,FC-050,2023,27,7/4/2023,LC,L,Pipiens,15,0,55.55,0,SE,40.52954,-105.05033
CSU19861,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19862,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19863,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19864,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19865,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19866,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19867,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19868,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19869,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19870,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19871,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19872,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU19873,FC-064,2023,27,7/4/2023,LC,L,Tarsalis,11,0,55.55,0,SE,40.49868,-105.0298
CSU19874,FC-064,2023,27,7/4/2023,LC,L,Pipiens,20,0,55.55,0,SE,40.49868,-105.0298
CSU19875,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19876,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19877,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19878,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19879,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19880,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19881,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19882,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19883,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19884,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19885,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19886,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19887,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19888,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU19891,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,39,0,55.55,0,SE,40.48081,-105.03934
CSU19892,FC-039,2023,27,7/4/2023,LC,L,Pipiens,24,0,55.55,0,SE,40.48081,-105.03934
CSU19893,FC-047,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51551,-105.05292
CSU19894,FC-047,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51551,-105.05292
CSU19895,FC-047,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51551,-105.05292
CSU19896,FC-047,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51551,-105.05292
CSU19897,FC-047,2023,27,7/4/2023,LC,L,Tarsalis,45,0,55.55,0,SE,40.51551,-105.05292
CSU19898,FC-046,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.52983,-105.06484
CSU19899,FC-046,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.52983,-105.06484
CSU19900,FC-046,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.52983,-105.06484
CSU19901,FC-046,2023,27,7/4/2023,LC,L,Tarsalis,22,0,55.55,0,SE,40.52983,-105.06484
CSU19903,FC-023,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.54466,-105.0641
CSU19904,FC-023,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.54466,-105.0641
CSU19905,FC-023,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.54466,-105.0641
CSU19906,FC-023,2023,27,7/4/2023,LC,L,Tarsalis,36,0,55.55,0,SE,40.54466,-105.0641
CSU19907,FC-023,2023,27,7/4/2023,LC,L,Pipiens,5,0,55.55,0,SE,40.54466,-105.0641
CSU19908,FC-075,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51138,-105.01987
CSU19909,FC-075,2023,27,7/4/2023,LC,L,Tarsalis,14,0,55.55,0,SE,40.51138,-105.01987
CSU19910,FC-059,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.5426,-105.04604
CSU19911,FC-059,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.5426,-105.04604
CSU19912,FC-059,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.5426,-105.04604
CSU19914,FC-059,2023,27,7/4/2023,LC,L,Pipiens,1,0,55.55,0,SE,40.5426,-105.04604
CSU19915,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19916,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19917,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19918,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19919,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19920,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19921,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19922,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU19923,FC-053,2023,27,7/4/2023,LC,L,Tarsalis,1,0,55.55,0,SE,40.49942,-105.01183
CSU19924,FC-053,2023,27,7/4/2023,LC,L,Pipiens,3,0,55.55,0,SE,40.49942,-105.01183
CSU19925,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19926,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19927,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19928,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19929,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19930,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19931,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19932,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19933,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU19934,FC-074,2023,27,7/4/2023,LC,L,Tarsalis,9,0,55.55,0,SE,40.51432,-105.00249
CSU19935,FC-074,2023,27,7/4/2023,LC,L,Pipiens,5,0,55.55,0,SE,40.51432,-105.00249
CSU19936,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19937,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19938,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19939,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19940,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19941,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19942,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19943,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19944,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19945,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19946,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19947,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19948,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19949,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19950,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19951,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19952,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19953,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19954,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19955,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19956,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19957,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19958,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19959,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19960,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19961,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19962,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU19963,FC-031,2023,27,7/4/2023,LC,L,Tarsalis,27,0,55.55,0,SE,40.50609,-105.03942
CSU19964,FC-031,2023,27,7/4/2023,LC,L,Pipiens,13,0,55.55,0,SE,40.50609,-105.03942
CSU19998,FC-054,2023,27,7/6/2023,LC,L,Tarsalis,50,1,19.27507,0,SE,40.49998,-105.0632
CSU19965,FC-052,2023,27,7/6/2023,LC,L,Tarsalis,20,0,55.55,0,NW,40.56163,-105.08703
CSU19966,FC-049,2023,27,7/6/2023,LC,L,Tarsalis,13,0,55.55,0,NW,40.57324,-105.13949
CSU19967,FC-049,2023,27,7/6/2023,LC,L,Pipiens,6,0,55.55,0,NW,40.57324,-105.13949
CSU19968,FC-063,2023,27,7/6/2023,LC,L,Tarsalis,10,0,55.55,0,NW,40.56568,-105.10485
CSU19969,FC-061,2023,27,7/6/2023,LC,L,Tarsalis,30,0,55.55,0,NW,40.5688,-105.09165
CSU19970,FC-061,2023,27,7/6/2023,LC,L,Pipiens,19,0,55.55,0,NW,40.5688,-105.09165
CSU19971,FC-073,2023,27,7/6/2023,LC,L,Tarsalis,26,0,55.55,0,NW,40.58605,-105.08889
CSU19972,FC-073,2023,27,7/6/2023,LC,L,Pipiens,13,0,55.55,0,NW,40.58605,-105.08889
CSU19974,FC-060,2023,27,7/6/2023,LC,L,Tarsalis,7,0,55.55,0,SW,40.5487,-105.12019
CSU19975,FC-041,2023,27,7/6/2023,LC,L,Tarsalis,32,0,55.55,0,NW,40.58794,-105.10486
CSU19976,FC-041,2023,27,7/6/2023,LC,L,Pipiens,15,0,55.55,0,NW,40.58794,-105.10486
CSU19977,FC-058,2023,27,7/6/2023,LC,L,Tarsalis,21,0,55.55,0,SW,40.54884,-105.12533
CSU19978,FC-015,2023,27,7/6/2023,LC,L,Tarsalis,12,0,55.55,0,NW,40.5598,-105.12409
CSU19979,FC-015,2023,27,7/6/2023,LC,L,Pipiens,6,0,55.55,0,NW,40.5598,-105.12409
CSU19980,FC-011,2023,27,7/6/2023,LC,L,Tarsalis,45,0,55.55,0,NW,40.56948,-105.13603
CSU19981,FC-011,2023,27,7/6/2023,LC,L,Pipiens,13,0,55.55,0,NW,40.56948,-105.13603
CSU19982,FC-062,2023,27,7/6/2023,LC,L,Tarsalis,18,0,55.55,0,SW,40.54278,-105.08741
CSU19983,FC-071,2023,27,7/6/2023,LC,L,Tarsalis,28,0,55.55,0,SW,40.52733,-105.10821
CSU19984,FC-037,2023,27,7/6/2023,LC,L,Tarsalis,14,0,55.55,0,SW,40.51668,-105.09808
CSU19985,FC-037,2023,27,7/6/2023,LC,L,Pipiens,8,0,55.55,0,SW,40.51668,-105.09808
CSU19986,FC-029,2023,27,7/6/2023,LC,L,Tarsalis,44,0,55.55,0,SE,40.51011,-105.06935
CSU19987,FC-029,2023,27,7/6/2023,LC,L,Pipiens,2,0,55.55,0,SE,40.51011,-105.06935
CSU19988,FC-068,2023,27,7/6/2023,LC,L,Tarsalis,35,0,55.55,0,SW,40.516,-105.08547
CSU19989,FC-068,2023,27,7/6/2023,LC,L,Pipiens,2,0,55.55,0,SW,40.516,-105.08547
CSU19991,FC-093,2023,27,7/6/2023,LC,L,Tarsalis,21,0,55.55,0,SW,40.53186,-105.08825
CSU19992,FC-093,2023,27,7/6/2023,LC,L,Pipiens,3,0,55.55,0,SW,40.53186,-105.08825
CSU19995,FC-057,2023,27,7/6/2023,LC,L,Tarsalis,50,0,55.55,0,SW,40.48439,-105.10524
CSU19996,FC-057,2023,27,7/6/2023,LC,L,Tarsalis,7,0,55.55,0,SW,40.48439,-105.10524
CSU19997,FC-057,2023,27,7/6/2023,LC,L,Pipiens,7,0,55.55,0,SW,40.48439,-105.10524
CSU19999,FC-054,2023,27,7/6/2023,LC,L,Tarsalis,48,0,55.55,0,SE,40.49998,-105.0632
CSU20000,FC-054,2023,27,7/6/2023,LC,L,Pipiens,12,0,55.55,0,SE,40.49998,-105.0632
CSU20022,FC-072,2023,28,7/10/2023,LC,L,Tarsalis,50,1,24.43436,0,NE,40.56953,-105.07117
CSU20001,FC-038,2023,28,7/10/2023,LC,L,Tarsalis,18,0,55.55,0,NE,40.59911,-105.00623
CSU20002,FC-038,2023,28,7/10/2023,LC,L,Pipiens,13,0,55.55,0,NE,40.59911,-105.00623
CSU20003,FC-069,2023,28,7/10/2023,LC,L,Tarsalis,14,0,55.55,0,NE,40.61438,-105.0527
CSU20004,FC-069,2023,28,7/10/2023,LC,L,Pipiens,2,0,55.55,0,NE,40.61438,-105.0527
CSU20005,LV-069,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.428924,-105.058221
CSU20006,LV-069,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.428924,-105.058221
CSU20007,LV-069,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.428924,-105.058221
CSU20008,LV-069,2023,28,7/10/2023,LC,L,Pipiens,5,0,55.55,0,LV,40.428924,-105.058221
CSU20010,FC-036,2023,28,7/10/2023,LC,L,Tarsalis,8,0,55.55,0,NW,40.600766,-105.079837
CSU20011,FC-036,2023,28,7/10/2023,LC,L,Pipiens,12,0,55.55,0,NW,40.600766,-105.079837
CSU20012,FC-006,2023,28,7/10/2023,LC,L,Tarsalis,29,0,55.55,0,NE,40.592328,-105.066295
CSU20013,FC-006,2023,28,7/10/2023,LC,L,Pipiens,7,0,55.55,0,NE,40.592328,-105.066295
CSU20016,LV-095,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.444118,-105.022166
CSU20017,LV-095,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.444118,-105.022166
CSU20018,LV-095,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.444118,-105.022166
CSU20019,LV-095,2023,28,7/10/2023,LC,L,Pipiens,34,0,55.55,0,LV,40.444118,-105.022166
CSU20020,FC-072,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56953,-105.07117
CSU20021,FC-072,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56953,-105.07117
CSU20023,FC-072,2023,28,7/10/2023,LC,L,Tarsalis,23,0,55.55,0,NE,40.56953,-105.07117
CSU20024,FC-040,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.60326,-105.06554
CSU20025,FC-040,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.60326,-105.06554
CSU20026,FC-040,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.60326,-105.06554
CSU20027,FC-040,2023,28,7/10/2023,LC,L,Tarsalis,11,0,55.55,0,NE,40.60326,-105.06554
CSU20028,FC-040,2023,28,7/10/2023,LC,L,Pipiens,50,0,55.55,0,NE,40.60326,-105.06554
CSU20029,FC-040,2023,28,7/10/2023,LC,L,Pipiens,16,0,55.55,0,NE,40.60326,-105.06554
CSU20030,FC-067,2023,28,7/10/2023,LC,L,Tarsalis,34,0,55.55,0,NE,40.57881,-105.05592
CSU20031,FC-067,2023,28,7/10/2023,LC,L,Pipiens,9,0,55.55,0,NE,40.57881,-105.05592
CSU20032,FC-066,2023,28,7/10/2023,LC,L,Tarsalis,8,0,55.55,0,NE,40.55873,-105.02318
CSU20033,FC-066,2023,28,7/10/2023,LC,L,Pipiens,2,0,55.55,0,NE,40.55873,-105.02318
CSU20035,FC-019,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.565586,-105.05203
CSU20036,FC-019,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.565586,-105.05203
CSU20037,FC-019,2023,28,7/10/2023,LC,L,Tarsalis,34,0,55.55,0,NE,40.565586,-105.05203
CSU20038,FC-019,2023,28,7/10/2023,LC,L,Pipiens,50,0,55.55,0,NE,40.565586,-105.05203
CSU20039,FC-019,2023,28,7/10/2023,LC,L,Pipiens,38,0,55.55,0,NE,40.565586,-105.05203
CSU20040,FC-014,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56359,-105.006562
CSU20041,FC-014,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56359,-105.006562
CSU20042,FC-014,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56359,-105.006562
CSU20043,FC-014,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.56359,-105.006562
CSU20044,FC-014,2023,28,7/10/2023,LC,L,Tarsalis,25,0,55.55,0,NE,40.56359,-105.006562
CSU20045,FC-014,2023,28,7/10/2023,LC,L,Pipiens,18,0,55.55,0,NE,40.56359,-105.006562
CSU20046,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU20047,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU20048,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU20049,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU20050,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU20051,FC-034,2023,28,7/10/2023,LC,L,Tarsalis,15,0,55.55,0,NE,40.62556,-105.05009
CSU20052,FC-034,2023,28,7/10/2023,LC,L,Pipiens,17,0,55.55,0,NE,40.62556,-105.05009
CSU20076,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,1,21.72473,0,SE,40.49868,-105.0298
CSU20165,FC-031,2023,28,7/11/2023,LC,L,Tarsalis,50,1,21.81391,0,SE,40.50609,-105.03942
CSU20094,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,1,22.36346,0,SE,40.48081,-105.03934
CSU20124,FC-004,2023,28,7/11/2023,LC,L,Tarsalis,50,1,24.1488,0,SE,40.53486,-105.03733
CSU20190,FC-046,2023,28,7/11/2023,LC,L,Tarsalis,50,1,25.08589,0,SE,40.52983,-105.06484
CSU20059,LV-089,2023,28,7/11/2023,LC,L,Tarsalis,50,1,26.06531,0,LV,40.400251,-105.042395
CSU20170,FC-031,2023,28,7/11/2023,LC,L,Tarsalis,42,1,26.32418,0,SE,40.50609,-105.03942
CSU20117,FC-059,2023,28,7/11/2023,LC,L,Tarsalis,50,1,27.19552,0,SE,40.5426,-105.04604
CSU20089,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,1,31.30484,0,SE,40.48081,-105.03934
CSU20073,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,1,31.48702,0,SE,40.49868,-105.0298
CSU20053,LV-110,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.400764,-105.122681
CSU20054,LV-110,2023,28,7/11/2023,LC,L,Tarsalis,7,0,55.55,0,LV,40.400764,-105.122681
CSU20055,LV-104,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU20056,LV-104,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU20057,LV-104,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU20058,LV-089,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU20060,LV-089,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU20061,LV-089,2023,28,7/11/2023,LC,L,Pipiens,4,0,55.55,0,LV,40.400251,-105.042395
CSU20062,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20063,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20064,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20065,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20066,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20067,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49942,-105.01183
CSU20068,FC-053,2023,28,7/11/2023,LC,L,Tarsalis,15,0,55.55,0,SE,40.49942,-105.01183
CSU20069,FC-053,2023,28,7/11/2023,LC,L,Pipiens,2,0,55.55,0,SE,40.49942,-105.01183
CSU20070,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU20071,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU20072,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU20074,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU20075,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.49868,-105.0298
CSU20077,FC-064,2023,28,7/11/2023,LC,L,Tarsalis,3,0,55.55,0,SE,40.49868,-105.0298
CSU20078,FC-064,2023,28,7/11/2023,LC,L,Pipiens,17,0,55.55,0,SE,40.49868,-105.0298
CSU20080,FC-075,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51138,-105.01987
CSU20081,FC-075,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51138,-105.01987
CSU20082,FC-075,2023,28,7/11/2023,LC,L,Tarsalis,36,0,55.55,0,SE,40.51138,-105.01987
CSU20083,FC-075,2023,28,7/11/2023,LC,L,Pipiens,10,0,55.55,0,SE,40.51138,-105.01987
CSU20084,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20085,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20086,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20087,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20088,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20090,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20091,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20092,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20093,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20095,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20096,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20097,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20098,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20099,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.48081,-105.03934
CSU20100,FC-039,2023,28,7/11/2023,LC,L,Tarsalis,29,0,55.55,0,SE,40.48081,-105.03934
CSU20101,FC-039,2023,28,7/11/2023,LC,L,Pipiens,29,0,55.55,0,SE,40.48081,-105.03934
CSU20102,FC-074,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
CSU20103,FC-074,2023,28,7/11/2023,LC,L,Tarsalis,50,0,55.55,0,SE,40.51432,-105.00249
